time
0,-0.1
1,-0.0984848484848485
2,-0.09696969696969697
3,-0.09545454545454546
4,-0.09393939393939395
5,-0.09242424242424244
6,-0.09090909090909091
7,-0.0893939393939394
8,-0.08787878787878789
9,-0.08636363636363636
10,-0.08484848484848485
11,-0.08333333333333334
12,-0.08181818181818182
13,-0.0803030303030303
14,-0.0787878787878788
15,-0.07727272727272727
16,-0.07575757575757576
17,-0.07424242424242425
18,-0.07272727272727274
19,-0.07121212121212121
20,-0.0696969696969697
21,-0.06818181818181819
22,-0.06666666666666668
23,-0.06515151515151515
24,-0.06363636363636364
25,-0.062121212121212126
26,-0.060606060606060615
27,-0.0590909090909091
28,-0.05757575757575758
29,-0.05606060606060607
30,-0.05454545454545455
31,-0.05303030303030304
32,-0.05151515151515152
33,-0.05
34,-0.04848484848484849
35,-0.046969696969696974
36,-0.04545454545454546
37,-0.043939393939393945
38,-0.04242424242424243
39,-0.040909090909090916
40,-0.0393939393939394
41,-0.03787878787878789
42,-0.036363636363636376
43,-0.03484848484848485
44,-0.03333333333333334
45,-0.03181818181818183
46,-0.030303030303030304
47,-0.028787878787878793
48,-0.027272727272727282
49,-0.025757575757575757
50,-0.024242424242424246
51,-0.022727272727272735
52,-0.021212121212121224
53,-0.0196969696969697
54,-0.018181818181818188
55,-0.016666666666666677
56,-0.015151515151515152
57,-0.013636363636363641
58,-0.01212121212121213
59,-0.010606060606060605
60,-0.009090909090909094
61,-0.007575757575757583
62,-0.006060606060606072
63,-0.004545454545454547
64,-0.003030303030303036
65,-0.001515151515151525
66,0.0
67,0.001515151515151511
68,0.003030303030303022
69,0.004545454545454533
70,0.006060606060606058
71,0.007575757575757569
72,0.00909090909090908
73,0.010606060606060605
74,0.012121212121212116
75,0.013636363636363627
76,0.015151515151515152
77,0.016666666666666663
78,0.018181818181818174
79,0.019696969696969685
80,0.02121212121212121
81,0.02272727272727272
82,0.024242424242424232
83,0.025757575757575757
84,0.027272727272727254
85,0.02878787878787878
86,0.030303030303030304
87,0.0318181818181818
88,0.033333333333333326
89,0.03484848484848485
90,0.03636363636363635
91,0.03787878787878787
92,0.0393939393939394
93,0.040909090909090895
94,0.04242424242424242
95,0.043939393939393945
96,0.04545454545454544
97,0.04696969696969697
98,0.04848484848484849
99,0.04999999999999999
100,0.051515151515151514
101,0.05303030303030301
102,0.054545454545454536
103,0.05606060606060606
104,0.05757575757575756
105,0.05909090909090908
106,0.06060606060606061
107,0.062121212121212105
108,0.06363636363636363
109,0.06515151515151515
110,0.06666666666666665
111,0.06818181818181818
112,0.0696969696969697
113,0.0712121212121212
114,0.07272727272727272
115,0.07424242424242425
116,0.07575757575757575
117,0.07727272727272727
118,0.0787878787878788
119,0.08030303030303029
120,0.08181818181818182
121,0.08333333333333331
122,0.08484848484848484
123,0.08636363636363636
124,0.08787878787878786
125,0.08939393939393939
126,0.09090909090909091
127,0.09242424242424241
128,0.09393939393939393
129,0.09545454545454546
130,0.09696969696969696
131,0.09848484848484848
132,0.1
